,title,label,tokens
271,Obama Orders Life-Sized Bronze Statute of Himself To Be Permanently Installed in White House,0,"['obama', 'orders', 'life-sized', 'bronze', 'statute', 'of', 'himself', 'to', 'be', 'permanently', 'installed', 'in', 'white', 'house']"
272,Donald Trump Dead From A Fatal HEART ATTACK! — Steemit,0,"['donald', 'trump', 'dead', 'from', 'a', 'fatal', 'heart', 'attack', '!', '—', 'steemit']"
273,Vets for Trump Facebook page,0,"['vets', 'for', 'trump', 'facebook', 'page']"
274,Red Hen Owner Just Issued Sick Threat To Sarah Sanders After Biz Was Destroyed By Booting Her,0,"['red', 'hen', 'owner', 'just', 'issued', 'sick', 'threat', 'to', 'sarah', 'sanders', 'after', 'biz', 'was', 'destroyed', 'by', 'booting', 'her']"
275,Libtard Hero Al Franken Forced To Resign In Disgrace,0,"['libtard', 'hero', 'al', 'franken', 'forced', 'to', 'resign', 'in', 'disgrace']"
276,Fox News' Shepard Smith: 'Why is it lie after lie after lie?' on Russia meeting,0,"['fox', 'news', ""'"", 'shepard', 'smith', ':', ""'why"", 'is', 'it', 'lie', 'after', 'lie', 'after', 'lie', '?', ""'"", 'on', 'russia', 'meeting']"
277,Trump Nation,0,"['trump', 'nation']"
278,Wilmington Regional Film Commission,0,"['wilmington', 'regional', 'film', 'commission']"
279,Man Loses His Testicles After Attempting To Smoke Weed Through A Scuba Tank,0,"['man', 'loses', 'his', 'testicles', 'after', 'attempting', 'to', 'smoke', 'weed', 'through', 'a', 'scuba', 'tank']"
280,proudleader.com,0,['proudleader.com']
281,"Emma Gonzalez Bullied School Shooter, Isn’t Sorry; Then Retweets Message Blaming “White Boys’ Entitlement” As Cause Of All School Shootings",0,"['emma', 'gonzalez', 'bullied', 'school', 'shooter', ',', 'isn', '’', 't', 'sorry', ';', 'then', 'retweets', 'message', 'blaming', '“', 'white', 'boys', '’', 'entitlement', '”', 'as', 'cause', 'of', 'all', 'school', 'shootings']"
282,Lady Gaga Reveals Plan To Cover Her Face Again “Until Trump Gets Fired From Office And I Feel Free Once More”,0,"['lady', 'gaga', 'reveals', 'plan', 'to', 'cover', 'her', 'face', 'again', '“', 'until', 'trump', 'gets', 'fired', 'from', 'office', 'and', 'i', 'feel', 'free', 'once', 'more', '”']"
283,“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”,0,"['“', 'gay', 'people', 'should', 'wear', 'specially-colored', 'clothes', 'to', 'warn', 'straight', 'people', '”']"
284,San Juan City Council Votes Unanimously To Impeach Trump-Hating Mayor,0,"['san', 'juan', 'city', 'council', 'votes', 'unanimously', 'to', 'impeach', 'trump-hating', 'mayor']"
285,UPDATE: Van Full Of Illegals Caught Voting At Multiple Alabama Polling Locations,0,"['update', ':', 'van', 'full', 'of', 'illegals', 'caught', 'voting', 'at', 'multiple', 'alabama', 'polling', 'locations']"
286,BREAKING: Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia,0,"['breaking', ':', 'irish', 'superstar', 'saoirse', 'ronan', 'dies', 'after', 'on-set', 'accident', 'in', 'st.', 'lucia']"
287,Information for the Nation,0,"['information', 'for', 'the', 'nation']"
288,WE CALLED IT! Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore's Yearbook 'Signature' (VIDEO),0,"['we', 'called', 'it', '!', 'gloria', 'allred', 'accuser', '*', '*', 'admits', '*', '*', 'she', 'tampered', 'with', 'roy', 'moore', ""'s"", 'yearbook', ""'signature"", ""'"", '(', 'video', ')']"
289,Miss Universe Guayana 2016 arrestada con 2kilos en London Airport😱,0,"['miss', 'universe', 'guayana', '2016', 'arrestada', 'con', '2kilos', 'en', 'london', 'airport😱']"
290,"Nancy Pelosi Suffers Breakdown, Taken From Capitol Hill On A Stretcher",0,"['nancy', 'pelosi', 'suffers', 'breakdown', ',', 'taken', 'from', 'capitol', 'hill', 'on', 'a', 'stretcher']"
291,SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies,0,"['smoking', 'gun=', '>', 'san', 'juan', 'teamsters', 'did', ""n't"", 'show', 'up', 'for', 'work', 'to', 'distribute', 'relief', 'supplies']"
292,BREAKING: President Trump Signs Executive Order Stripping NFL Of ‘Non-Profit’ Status,0,"['breaking', ':', 'president', 'trump', 'signs', 'executive', 'order', 'stripping', 'nfl', 'of', '‘', 'non-profit', '’', 'status']"
293,"Michelle Obama: ‘Florida Shooting Is Clearly Trump’s Fault, These Shootings Are Happening Constantly Since He Became Our President.We Must Protect Our Children From This Tyrant”Do You Support Her?’",0,"['michelle', 'obama', ':', '‘', 'florida', 'shooting', 'is', 'clearly', 'trump', '’', 's', 'fault', ',', 'these', 'shootings', 'are', 'happening', 'constantly', 'since', 'he', 'became', 'our', 'president.we', 'must', 'protect', 'our', 'children', 'from', 'this', 'tyrant', '”', 'do', 'you', 'support', 'her', '?', '’']"
294,"First family visits D.C. shelter, highlights homeless veterans’ plight",0,"['first', 'family', 'visits', 'd.c.', 'shelter', ',', 'highlights', 'homeless', 'veterans', '’', 'plight']"
295,Hillary In Hiding As Police Discover Dead Body Hidden In Huma Abedin’s Dumpster,0,"['hillary', 'in', 'hiding', 'as', 'police', 'discover', 'dead', 'body', 'hidden', 'in', 'huma', 'abedin', '’', 's', 'dumpster']"
296, Breaking President Trump makes English the official language of the United States,0,"['breaking', 'president', 'trump', 'makes', 'english', 'the', 'official', 'language', 'of', 'the', 'united', 'states']"
297,BREAKING: Santa Fe Killer Confesses His Love For Obama,0,"['breaking', ':', 'santa', 'fe', 'killer', 'confesses', 'his', 'love', 'for', 'obama']"
298,Pence: “Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had”,0,"['pence', ':', '“', 'michelle', 'obama', 'is', 'the', 'most', 'vulgar', 'first', 'lady', 'we', '’', 've', 'ever', 'had', '”']"
299,‘NASA Confirms’ 15 Days Of Darkness Coming This Month,0,"['‘', 'nasa', 'confirms', '’', '15', 'days', 'of', 'darkness', 'coming', 'this', 'month']"
300,Snoop Dogg Arrested For Conspiracy After Talking About His ‘Murder Trump’ Video,0,"['snoop', 'dogg', 'arrested', 'for', 'conspiracy', 'after', 'talking', 'about', 'his', '‘', 'murder', 'trump', '’', 'video']"
301,"Shaquille O’Neal Says: ‘Trump Is Possibly The Best President Of The President Of All Times Ever, He Is Not Afraid To…’",0,"['shaquille', 'o', '’', 'neal', 'says', ':', '‘', 'trump', 'is', 'possibly', 'the', 'best', 'president', 'of', 'the', 'president', 'of', 'all', 'times', 'ever', ',', 'he', 'is', 'not', 'afraid', 'to…', '’']"
302,BREAKING: Mike Huckabee Just Fired!,0,"['breaking', ':', 'mike', 'huckabee', 'just', 'fired', '!']"
303,UPDATE: Florida Governor Rick Scott Now Listed As &#8216;Critical&#8217; After Bizarre Hurricane Cleanup Accident,0,"['update', ':', 'florida', 'governor', 'rick', 'scott', 'now', 'listed', 'as', '&', '#', '8216', ';', 'critical', '&', '#', '8217', ';', 'after', 'bizarre', 'hurricane', 'cleanup', 'accident']"
304, BREAKING Muslims’ Disturbing Plan Comes Out After Grocery Stores Go Bare To Prepare For Irma,0,"['breaking', 'muslims', '’', 'disturbing', 'plan', 'comes', 'out', 'after', 'grocery', 'stores', 'go', 'bare', 'to', 'prepare', 'for', 'irma']"
305,Virginia Republican Wants Schools To Check Children's Genitals Before Using Bathroom,0,"['virginia', 'republican', 'wants', 'schools', 'to', 'check', 'children', ""'s"", 'genitals', 'before', 'using', 'bathroom']"
306,Leonardo DiCaprio Tells President Obama That He's Going to Mars,0,"['leonardo', 'dicaprio', 'tells', 'president', 'obama', 'that', 'he', ""'s"", 'going', 'to', 'mars']"
307,Prince William May Not Attend Royal Wedding Leaving Harry Without a Best Man; Princess Diana Would Not Be Happy,0,"['prince', 'william', 'may', 'not', 'attend', 'royal', 'wedding', 'leaving', 'harry', 'without', 'a', 'best', 'man', ';', 'princess', 'diana', 'would', 'not', 'be', 'happy']"
308,Man pardoned by Obama ‘executed’ by masked men at halfway house,0,"['man', 'pardoned', 'by', 'obama', '‘', 'executed', '’', 'by', 'masked', 'men', 'at', 'halfway', 'house']"
309,eCFR — Code of Federal Regulations,0,"['ecfr', '—', 'code', 'of', 'federal', 'regulations']"
310,Student Hasn't Stopped Filming Since Florida School Shooting,0,"['student', 'has', ""n't"", 'stopped', 'filming', 'since', 'florida', 'school', 'shooting']"
311,BREAKING: Trump Caught INVESTING in Dakota Pipeline Before Signing It,0,"['breaking', ':', 'trump', 'caught', 'investing', 'in', 'dakota', 'pipeline', 'before', 'signing', 'it']"
312,FDA Announced That Vaccines Are Causing Autism,0,"['fda', 'announced', 'that', 'vaccines', 'are', 'causing', 'autism']"
313,Carnival Cruise Lines will now offer FREE Cruises,0,"['carnival', 'cruise', 'lines', 'will', 'now', 'offer', 'free', 'cruises']"
314,BREAKING: Fox Star Tucker Carlson In Critical Condition After Head On Collision Driving Home,0,"['breaking', ':', 'fox', 'star', 'tucker', 'carlson', 'in', 'critical', 'condition', 'after', 'head', 'on', 'collision', 'driving', 'home']"
315,BUSTED: Obama is Holding Secret Meetings to OVERTAKE the White House,0,"['busted', ':', 'obama', 'is', 'holding', 'secret', 'meetings', 'to', 'overtake', 'the', 'white', 'house']"
316,Texas law enforcement officer fatally shot upon arriving for work by 3 Muslim refugee. Do you support to deport them?,0,"['texas', 'law', 'enforcement', 'officer', 'fatally', 'shot', 'upon', 'arriving', 'for', 'work', 'by', '3', 'muslim', 'refugee', '.', 'do', 'you', 'support', 'to', 'deport', 'them', '?']"
317,Hurricane Irene: ‘Photo’ of shark swimming in street is fake,0,"['hurricane', 'irene', ':', '‘', 'photo', '’', 'of', 'shark', 'swimming', 'in', 'street', 'is', 'fake']"
318,BOMBSHELL: Internet Sleuths Just Found the SMOKING GUN on Dems Planning Violence in Charlottesville,0,"['bombshell', ':', 'internet', 'sleuths', 'just', 'found', 'the', 'smoking', 'gun', 'on', 'dems', 'planning', 'violence', 'in', 'charlottesville']"
319,New Regulation Requires 75 MPH Governor On All Motorcycles,0,"['new', 'regulation', 'requires', '75', 'mph', 'governor', 'on', 'all', 'motorcycles']"
320,Spicer: “Trump Has The Legal Right To Cancel SCOTUS Because They Serve At His Pleasure”,0,"['spicer', ':', '“', 'trump', 'has', 'the', 'legal', 'right', 'to', 'cancel', 'scotus', 'because', 'they', 'serve', 'at', 'his', 'pleasure', '”']"
321,"BREAKING: FBI Just Raided The White House, 6 People Thrown Out",0,"['breaking', ':', 'fbi', 'just', 'raided', 'the', 'white', 'house', ',', '6', 'people', 'thrown', 'out']"
322,BREAKING: Conservative Icon Ted Nugent Killed In Hunting Accident,0,"['breaking', ':', 'conservative', 'icon', 'ted', 'nugent', 'killed', 'in', 'hunting', 'accident']"
323,Melania Trump undergoes kidney surgery at Walter Reed medical center,0,"['melania', 'trump', 'undergoes', 'kidney', 'surgery', 'at', 'walter', 'reed', 'medical', 'center']"
324,"No, Sandra Bullock didn't disparage Hillary Clinton",0,"['no', ',', 'sandra', 'bullock', 'did', ""n't"", 'disparage', 'hillary', 'clinton']"
325,Jimmy Carter: “Medical Marijuana Cured My Cancer”,0,"['jimmy', 'carter', ':', '“', 'medical', 'marijuana', 'cured', 'my', 'cancer', '”']"
326,"Obama, Not Donald Trump, May Be Invited to Royal Wedding of Prince Harry and Meghan Markle",0,"['obama', ',', 'not', 'donald', 'trump', ',', 'may', 'be', 'invited', 'to', 'royal', 'wedding', 'of', 'prince', 'harry', 'and', 'meghan', 'markle']"
327,"Seattle Police Begin Gun Confiscations: No Laws Broken, No Warrant, No Charges",0,"['seattle', 'police', 'begin', 'gun', 'confiscations', ':', 'no', 'laws', 'broken', ',', 'no', 'warrant', ',', 'no', 'charges']"
328,Trey Gowdy Breaks His Silence After 2 Of His Investigators Are Found Tortured And Killed…,0,"['trey', 'gowdy', 'breaks', 'his', 'silence', 'after', '2', 'of', 'his', 'investigators', 'are', 'found', 'tortured', 'and', 'killed…']"
329,9 celebrities who say they'll move to Canada if Donald Trump becomes president,0,"['9', 'celebrities', 'who', 'say', 'they', ""'ll"", 'move', 'to', 'canada', 'if', 'donald', 'trump', 'becomes', 'president']"
330,Malia Obama Arrested With A Gang Of Thugs In Chicago,0,"['malia', 'obama', 'arrested', 'with', 'a', 'gang', 'of', 'thugs', 'in', 'chicago']"
331,Southwest Airlines 2017,0,"['southwest', 'airlines', '2017']"
332,Pro-Lifers Declare “Ejaculation Is Murder: Every Sperm Cell Is A Life”,0,"['pro-lifers', 'declare', '“', 'ejaculation', 'is', 'murder', ':', 'every', 'sperm', 'cell', 'is', 'a', 'life', '”']"
333,"Somali Immigrant Crashes Car Into Ohio Families Home, Killing The Infant At Home",0,"['somali', 'immigrant', 'crashes', 'car', 'into', 'ohio', 'families', 'home', ',', 'killing', 'the', 'infant', 'at', 'home']"
334,Post claiming free tickets on Allegiant Air,0,"['post', 'claiming', 'free', 'tickets', 'on', 'allegiant', 'air']"
335,British Politician Beaten by Protestors for 'Welcoming Trump to the UK',0,"['british', 'politician', 'beaten', 'by', 'protestors', 'for', ""'welcoming"", 'trump', 'to', 'the', 'uk', ""'""]"
336,Archbishop Desmond Tutu dies while holidaying in Texas,0,"['archbishop', 'desmond', 'tutu', 'dies', 'while', 'holidaying', 'in', 'texas']"
337,BREAKING: Trump Just Ended Welfare For One HUGE Group For 5 Years! – Let The Riots ERUPT!,0,"['breaking', ':', 'trump', 'just', 'ended', 'welfare', 'for', 'one', 'huge', 'group', 'for', '5', 'years', '!', '–', 'let', 'the', 'riots', 'erupt', '!']"
338,"Executive Order Leads to Capture of ISIS Leader, Rasheed Muhammad",0,"['executive', 'order', 'leads', 'to', 'capture', 'of', 'isis', 'leader', ',', 'rasheed', 'muhammad']"
339,Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons,0,"['eric', 'schneiderman', 'helped', 'nxivm', 'sell', 'child', 'sex', 'slaves', 'to', 'the', 'clintons']"
340,"Melania Trump: ‘If ISIS Lay A Finger On Barron, I’ll Scratch Obama’s Eyes Out’",0,"['melania', 'trump', ':', '‘', 'if', 'isis', 'lay', 'a', 'finger', 'on', 'barron', ',', 'i', '’', 'll', 'scratch', 'obama', '’', 's', 'eyes', 'out', '’']"
341,BREAKING: FBI Issues Warrant For Obama’s Arrest After Confirming Illegal Trump Tower Wiretap,0,"['breaking', ':', 'fbi', 'issues', 'warrant', 'for', 'obama', '’', 's', 'arrest', 'after', 'confirming', 'illegal', 'trump', 'tower', 'wiretap']"
342,Chinese Lunar Rover Finds No Evidence Of American Moon Landings,0,"['chinese', 'lunar', 'rover', 'finds', 'no', 'evidence', 'of', 'american', 'moon', 'landings']"
343,WHOA! YouTube Witness Makes SHOCKING Admission On LIVE TV! CNN PULLS PLUG IMMEDIATELY! — ShareRED,0,"['whoa', '!', 'youtube', 'witness', 'makes', 'shocking', 'admission', 'on', 'live', 'tv', '!', 'cnn', 'pulls', 'plug', 'immediately', '!', '—', 'sharered']"
344,THIS ARTICLE RETRACTED: Red Crescent Says No Evidence of Chemical Attack in Syria’s Douma,0,"['this', 'article', 'retracted', ':', 'red', 'crescent', 'says', 'no', 'evidence', 'of', 'chemical', 'attack', 'in', 'syria', '’', 's', 'douma']"
345,‘Smallville’ Star Confesses She Sold Children To Rothschilds And Clintons,0,"['‘', 'smallville', '’', 'star', 'confesses', 'she', 'sold', 'children', 'to', 'rothschilds', 'and', 'clintons']"
346,Maxine Waters Is Getting Criminally Charged!,0,"['maxine', 'waters', 'is', 'getting', 'criminally', 'charged', '!']"
347,"THIS IS AMAZING: In 1984, the New York Times said Trump would be our BEST president…They forgot…..",0,"['this', 'is', 'amazing', ':', 'in', '1984', ',', 'the', 'new', 'york', 'times', 'said', 'trump', 'would', 'be', 'our', 'best', 'president…they', 'forgot…', '..']"
348,The CNN porn scare is how fake news spreads,0,"['the', 'cnn', 'porn', 'scare', 'is', 'how', 'fake', 'news', 'spreads']"
349,Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play Golf’ – BuzzfeedUSA,0,"['breaking', ':', 'crew', 'of', 'air', 'force', 'one', 'refuses', 'to', 'fly', 'obama', '6000', 'miles', '‘', 'just', 'to', 'play', 'golf', '’', '–', 'buzzfeedusa']"
350,BREAKING: Federal Judge Grants Permission To Subpoena Trump,0,"['breaking', ':', 'federal', 'judge', 'grants', 'permission', 'to', 'subpoena', 'trump']"
351,JUST IN: WaPo Reporter Who Broke News On Judge Roy Moore Story Has A Criminal History Of “Faking” * 100PercentFedUp.com,0,"['just', 'in', ':', 'wapo', 'reporter', 'who', 'broke', 'news', 'on', 'judge', 'roy', 'moore', 'story', 'has', 'a', 'criminal', 'history', 'of', '“', 'faking', '”', '*', '100percentfedup.com']"
352, Actress Emma Stone ‘For the first time in history we have a president that…,0,"['actress', 'emma', 'stone', '‘', 'for', 'the', 'first', 'time', 'in', 'history', 'we', 'have', 'a', 'president', 'that…']"
353,Lance Armstrong's defiant Twitter photo shows him relaxing with seven yellow jerseys,0,"['lance', 'armstrong', ""'s"", 'defiant', 'twitter', 'photo', 'shows', 'him', 'relaxing', 'with', 'seven', 'yellow', 'jerseys']"
354,Pier 39 Terrorist Was an Anti-Trump Antifa Supporter,0,"['pier', '39', 'terrorist', 'was', 'an', 'anti-trump', 'antifa', 'supporter']"
355,Bill Clinton’s Hitman Confesses On His Deathbed (SOURCE: HANNITY),0,"['bill', 'clinton', '’', 's', 'hitman', 'confesses', 'on', 'his', 'deathbed', '(', 'source', ':', 'hannity', ')']"
356,WHITE SUPREMACIST WHO KILLED PROTESTER IS A DEMOCRAT AND VISITED OBAMA IN OVAL OFFICE (Updated 16.08.2017) – Newsfeed – Hasslefree allsorts,0,"['white', 'supremacist', 'who', 'killed', 'protester', 'is', 'a', 'democrat', 'and', 'visited', 'obama', 'in', 'oval', 'office', '(', 'updated', '16.08.2017', ')', '–', 'newsfeed', '–', 'hasslefree', 'allsorts']"
357, What Adam Sandler is saying about Mormons,0,"['what', 'adam', 'sandler', 'is', 'saying', 'about', 'mormons']"
358,LAW PASSED: All Child Support in the United States Will End by Beginning of 2018,0,"['law', 'passed', ':', 'all', 'child', 'support', 'in', 'the', 'united', 'states', 'will', 'end', 'by', 'beginning', 'of', '2018']"
359,Alabama Secretary of State,0,"['alabama', 'secretary', 'of', 'state']"
360,"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This Would Be It",0,"['hurricane', 'irma', ':', 'if', 'there', 'was', 'such', 'a', 'thing', 'as', 'a', 'category', '6', 'hurricane', ',', 'this', 'would', 'be', 'it']"
361,BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,0,"['breaking', ':', 'putin', 'interference', 'could', 'give', 'courts', 'legal', 'right', 'to', 'make', 'hillary', 'president']"
362,Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War,0,"['texas', 'church', 'shooter', 'was', 'antifa', 'member', 'who', 'vowed', 'to', 'start', 'civil', 'war']"
363,dailynative.us,0,['dailynative.us']
364,Australia Becomes First Country To Begin Microchipping Its Citizens,0,"['australia', 'becomes', 'first', 'country', 'to', 'begin', 'microchipping', 'its', 'citizens']"
365,Clinton Body Count Series #5: Woman Set to Testify Against Clintons Blown Up in Home Explosion,0,"['clinton', 'body', 'count', 'series', '#', '5', ':', 'woman', 'set', 'to', 'testify', 'against', 'clintons', 'blown', 'up', 'in', 'home', 'explosion']"
366,Obama’s Tax- Skipping – Audit Shows Millions In Offshore Accounts,0,"['obama', '’', 's', 'tax-', 'skipping', '–', 'audit', 'shows', 'millions', 'in', 'offshore', 'accounts']"
367,Washington State Legislature votes to change its name because George Washington owned Slaves,0,"['washington', 'state', 'legislature', 'votes', 'to', 'change', 'its', 'name', 'because', 'george', 'washington', 'owned', 'slaves']"
368,Kim Jong Un Dead: North Koreans Calling Trump An Assassin,0,"['kim', 'jong', 'un', 'dead', ':', 'north', 'koreans', 'calling', 'trump', 'an', 'assassin']"
369,Donald Trump signs a visa-free travel policy for Ghana,0,"['donald', 'trump', 'signs', 'a', 'visa-free', 'travel', 'policy', 'for', 'ghana']"
370,Bill Gates Outlines 2018 Plan To Depopulate The Planet,0,"['bill', 'gates', 'outlines', '2018', 'plan', 'to', 'depopulate', 'the', 'planet']"
371,"Legendary Actor Kirk Douglas Dead, 4 Days Before His 101st Birthday",0,"['legendary', 'actor', 'kirk', 'douglas', 'dead', ',', '4', 'days', 'before', 'his', '101st', 'birthday']"
372,trueamericans.me -&nbspThis website is for sale! -&nbsptrueamericans Resources and Information.,0,"['trueamericans.me', '-', '&', 'nbspthis', 'website', 'is', 'for', 'sale', '!', '-', '&', 'nbsptrueamericans', 'resources', 'and', 'information', '.']"
373,BREAKING: Hillary Clinton Killed In Monster Truck Mishap,0,"['breaking', ':', 'hillary', 'clinton', 'killed', 'in', 'monster', 'truck', 'mishap']"
374,BREAKING: 2 Million Rounds Of Ammo That ‘Went Missing’ Under Obama Turns Up In Enemy Hands,0,"['breaking', ':', '2', 'million', 'rounds', 'of', 'ammo', 'that', '‘', 'went', 'missing', '’', 'under', 'obama', 'turns', 'up', 'in', 'enemy', 'hands']"
375,"300,000 Pounds of Counterfeit Rat Meat Has Been Sold as Chicken Wings in The U.S.",0,"['300,000', 'pounds', 'of', 'counterfeit', 'rat', 'meat', 'has', 'been', 'sold', 'as', 'chicken', 'wings', 'in', 'the', 'u.s', '.']"
376,Tulsa School closes after brutal fire.,0,"['tulsa', 'school', 'closes', 'after', 'brutal', 'fire', '.']"
377,BREAKING: Malia Obama SUSPENDED After Racist Anti-White Attack Goes Viral,0,"['breaking', ':', 'malia', 'obama', 'suspended', 'after', 'racist', 'anti-white', 'attack', 'goes', 'viral']"
378,McCain’s Death Bed Secret Just Came Out About Who He Killed After Skeleton Suddenly Resurfaces,0,"['mccain', '’', 's', 'death', 'bed', 'secret', 'just', 'came', 'out', 'about', 'who', 'he', 'killed', 'after', 'skeleton', 'suddenly', 'resurfaces']"
379,ни чего нового как правильно,0,"['ни', 'чего', 'нового', 'как', 'правильно']"
380,U.N. Official 'Accidentally' Crushes Own Throat Right Before Testifying Against Hillary Clinton,0,"['u.n.', 'official', ""'accidentally"", ""'"", 'crushes', 'own', 'throat', 'right', 'before', 'testifying', 'against', 'hillary', 'clinton']"
381,WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!,0,"['we', 'will', 'riot', '!', 'michelle', 'obama', '’', 's', 'mom', 'will', 'receive', '$', '160k', 'every', 'year', 'out', 'of', 'taxpayers', '’', 'pockets', '!']"
382,New Law Makes it Illegal to Shower and Do Laundry on Same Day,0,"['new', 'law', 'makes', 'it', 'illegal', 'to', 'shower', 'and', 'do', 'laundry', 'on', 'same', 'day']"
383,BREAKING: Laura Ingraham Just Fired!!,0,"['breaking', ':', 'laura', 'ingraham', 'just', 'fired', '!', '!']"
384,JUST IN TODAY: Trey Gowdy Is The NEW DIRECTOR Of The FBI!,0,"['just', 'in', 'today', ':', 'trey', 'gowdy', 'is', 'the', 'new', 'director', 'of', 'the', 'fbi', '!']"
385,BREAKING: Hilary Clinton Filed For Divorce In New York Courts!,0,"['breaking', ':', 'hilary', 'clinton', 'filed', 'for', 'divorce', 'in', 'new', 'york', 'courts', '!']"
386,Frequently Asked Questions,0,"['frequently', 'asked', 'questions']"
387,"South African firm ordered to lay off 3,389 white employees",0,"['south', 'african', 'firm', 'ordered', 'to', 'lay', 'off', '3,389', 'white', 'employees']"
388,Pope says that the rights of Muslim migrants trump any safety concerns that you might have with them in your country,0,"['pope', 'says', 'that', 'the', 'rights', 'of', 'muslim', 'migrants', 'trump', 'any', 'safety', 'concerns', 'that', 'you', 'might', 'have', 'with', 'them', 'in', 'your', 'country']"
389,A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her,0,"['a', 'trump', 'fan', 'was', 'just', 'charged', 'with', 'trying', 'to', 'murder', 'maxine', 'waters', 'on', 'same', 'day', 'trump', 'threatened', 'her']"
390,IT BEGINS: California Appoints FIRST Illegal Alien to State Office – Trump Has Better Plan,0,"['it', 'begins', ':', 'california', 'appoints', 'first', 'illegal', 'alien', 'to', 'state', 'office', '–', 'trump', 'has', 'better', 'plan']"
391,Secret Service Agent Says Obama Is Muslim & Gay In New Tell-All Book,0,"['secret', 'service', 'agent', 'says', 'obama', 'is', 'muslim', '&', 'gay', 'in', 'new', 'tell-all', 'book']"
392,"I’ll Make Sure you are Jailed- Donald Trump Tells Ghana’s Prez Mahama ⋆ Ghana Home, Ghana News, Politics, Info, News on Ghana, Ghana",0,"['i', '’', 'll', 'make', 'sure', 'you', 'are', 'jailed-', 'donald', 'trump', 'tells', 'ghana', '’', 's', 'prez', 'mahama', '⋆', 'ghana', 'home', ',', 'ghana', 'news', ',', 'politics', ',', 'info', ',', 'news', 'on', 'ghana', ',', 'ghana']"
393,JUST IN: 45 States Just Banned Sharia Law. Do You Support This? – ChristmasGifts,0,"['just', 'in', ':', '45', 'states', 'just', 'banned', 'sharia', 'law', '.', 'do', 'you', 'support', 'this', '?', '–', 'christmasgifts']"
394,President Trump Just Saved Christmas For 13 Million Retirees,0,"['president', 'trump', 'just', 'saved', 'christmas', 'for', '13', 'million', 'retirees']"
395,CONFIRMED ! JUSTICE RUTH BADER GINSBURG IS RESIGNING FROM THE POST OF ASSOCIATE JUSTICE OF THE SUPREME COURT,0,"['confirmed', '!', 'justice', 'ruth', 'bader', 'ginsburg', 'is', 'resigning', 'from', 'the', 'post', 'of', 'associate', 'justice', 'of', 'the', 'supreme', 'court']"
396,FBI RAIDS OBAMA – Find Massive Secret That Was Hidden For YEARS,0,"['fbi', 'raids', 'obama', '–', 'find', 'massive', 'secret', 'that', 'was', 'hidden', 'for', 'years']"
397,Fox News accidentally puts up a poll graphic that shows how they are the least trusted network,0,"['fox', 'news', 'accidentally', 'puts', 'up', 'a', 'poll', 'graphic', 'that', 'shows', 'how', 'they', 'are', 'the', 'least', 'trusted', 'network']"
398,'The Daily Show's' Michelle Wolf Lands Her Own Netflix Late-Night Show (Exclusive),0,"[""'the"", 'daily', 'show', ""'s"", ""'"", 'michelle', 'wolf', 'lands', 'her', 'own', 'netflix', 'late-night', 'show', '(', 'exclusive', ')']"
399,"Russian source behind Trump dossier killed in Russian plane crash, Rosatom CFO also dead. : conspiracy",0,"['russian', 'source', 'behind', 'trump', 'dossier', 'killed', 'in', 'russian', 'plane', 'crash', ',', 'rosatom', 'cfo', 'also', 'dead', '.', ':', 'conspiracy']"
400,Family's private investigator: There is evidence Seth Rich had contact with WikiLeaks prior to death,0,"['family', ""'s"", 'private', 'investigator', ':', 'there', 'is', 'evidence', 'seth', 'rich', 'had', 'contact', 'with', 'wikileaks', 'prior', 'to', 'death']"
401,OBAMA’S PRIVATE ‘SECURITY’ COMPANY SETS UP MASSIVE CAMPS OUTSIDE 3 MAJOR CITIES,0,"['obama', '’', 's', 'private', '‘', 'security', '’', 'company', 'sets', 'up', 'massive', 'camps', 'outside', '3', 'major', 'cities']"
402,USDA approves slaughterhouses producing horse meat for human consumption,0,"['usda', 'approves', 'slaughterhouses', 'producing', 'horse', 'meat', 'for', 'human', 'consumption']"
403,Delta Force Raids Obama Stronghold in Thailand,0,"['delta', 'force', 'raids', 'obama', 'stronghold', 'in', 'thailand']"
404, accessed Aug 11,0,"['accessed', 'aug', '11']"
405,Bowe Bergdahl wanders off during court-martial — Duffel Blog,0,"['bowe', 'bergdahl', 'wanders', 'off', 'during', 'court-martial', '—', 'duffel', 'blog']"
